Depth,Porosity,Density,Gamma_Ray,Sonic_Transit_Time,Resistivity,Pressure,Drillability_Index
2498.16047538945,16.209224554000954,2.7299983109899704,110.19590252093913,79.89120412044164,84.87642119194555,76.73996828058357,4.462893328830004
4802.857225639665,14.987362886942098,2.1845119955987116,90.52216988876124,59.4817775162058,49.95718732821767,89.29916875866851,6.498591808748863
3927.9757672456203,10.284617375085801,2.346639694369886,146.09483773503348,62.6359224972216,20.351095452586396,51.68618878411009,5.266466472986494
3394.6339367881465,23.218000103044638,2.6632806368578184,64.0876296082662,68.06711281809218,73.92753687439917,36.02608585060668,4.534164518010359
1624.0745617697462,19.298724815258865,2.48208934452448,104.66420575988347,70.36533343649484,42.44913543264627,38.69619169199153,2.8553234073382336
1623.9780813448106,30.97102976972011,2.738571038634894,117.0231016489245,74.22618092105441,59.868120861797216,72.72534325279545,3.437924727981989
1232.3344486727979,5.963287414461748,2.96120790122286,130.812093827992,75.54600289634944,11.619263727219943,61.080223059234655,4.109367482550235
4464.704583099741,24.31603782665379,2.1165466877151973,84.76681334708078,95.5716345487536,63.526814962083236,53.784471787953144,6.411152541038863
3404.4600469728352,27.888466355346832,2.7095677163980607,115.56140984232297,100.95731908260413,37.98149840556731,28.249667089855663,3.7992673450220376
3832.290311184182,27.78459707564921,2.2303441556321144,73.35216185227111,80.8879208126356,34.084785222130954,88.7910118749013,6.524867723755769
1082.33797718321,31.582219012865753,2.4144767274075694,87.90237015980023,140.7296419920728,98.01164229900232,80.29184027566654,4.943642969429851
4879.639408647978,26.871012284884824,2.0328627257951397,138.5189844323739,105.31397233389546,43.81063363326447,22.657474156530665,5.447061271250732
4329.770563201687,32.83430184943089,2.135907382292699,144.48983702640498,128.74769280334067,68.12579943345769,43.0649609141923,6.272318323360406
1849.3564427131046,14.979697994626743,2.3197772890488997,119.06990816199912,142.42378324208434,63.14502602181027,58.791888427500226,5.0429629989372255
1727.2998688284024,20.09628250254629,2.341985805287985,81.17870798538036,66.31351145758052,11.326051537630606,50.89047604943788,2.0629200162931633
1733.6180394137352,5.4223898984867205,2.899585216462096,130.20635689721303,92.78744837156344,75.0448261693673,45.80162548639645,3.7702065554978397
2216.968971838151,5.208727619098736,2.741812909266515,42.84537898979622,93.32104017146088,32.99276113992407,74.69487078044764,5.563095947670823
3099.0257265289515,12.203798613545597,2.972182968187041,51.30205015933632,85.44722504383542,80.09501537047677,14.905315381405371,5.023483373010606
2727.780074568463,8.024215914172558,2.5990715103352406,112.75111100128973,50.89058665516399,61.15643747892286,52.42693052133477,3.7929732453914307
2164.9165607921677,12.806341038072608,2.241713732091318,72.03734327970632,131.5972107778095,32.39205750539547,33.59635213506412,4.379279930806036
3447.411578889518,10.311298835851922,2.327655029921643,144.65248402405257,61.15593215539028,36.27300307277602,17.615654671128304,4.535163082441533
1557.9754426081672,5.855600745159447,2.319835923291967,87.96666733015351,149.54805979217588,73.4192295969697,51.8398442202669,4.529677873831639
2168.5785941408726,32.27912439218149,2.3264943276632515,87.23013024280948,127.29584919111817,55.455872197165306,25.423182196351185,3.249186947332054
2465.4473731747667,5.246693941666746,2.672964173111816,114.58874612100244,108.00100176065145,67.16675302646021,33.24018537011878,5.264849929210184
2824.2799368681435,27.08246433011256,2.5308079280904163,124.43254185368086,65.46064177415974,16.673513786443642,55.630785655906834,3.1083342622270664
4140.703845572054,9.564436607585495,2.3854241780866445,92.31146119376501,101.5392971393247,78.91069055061344,97.63380819395393,8.01588696595443
1798.6951286334388,32.366888659988,2.1490897687287167,63.54009918828966,76.11087408578089,32.71874057258843,71.58295061232003,3.0013882456784162
3056.9377536544466,31.783878187696573,2.022139162942146,125.06395069981838,75.23225245430694,62.36626544860966,35.16596183411423,3.465313856931354
3369.6582754481697,24.61703439107772,2.218834677587693,75.23864023609903,132.95292493824854,12.353302698958862,44.41654473178389,5.0734526639290936
